000000016729
10988,1210.4049263859292,1213.0286378561145,1171.0570931861503,1252.43329795279,1311.7870914135804,1134.0426266972086,1224.2018975917074,1174.2964388851024,0
10991,1211.877375845706,1191.063030728615,1167.9339540869562,1230.9595204882155,1185.3197013414897,1204.182562505819,1155.6701491132912,1124.581437368805,0
10992,1248.468011141756,1112.7058963172497,1248.468011141756,1087.8378241194782,1380.341585929634,1118.7060266867124,1203.4597574596964,1198.6397505658924,1
10996,1468.8983600140666,1432.265962504802,1513.4402948185461,1320.0021029871157,1470.5537235067331,1490.0157631907666,1417.4683725887428,1273.184647959074,1
10999,1194.514251660164,1276.9595728011716,1312.2718145353049,1247.8937089361918,1245.7731403058624,1380.2470841273964,1241.853136800122,1270.6320805611992,0
11009,1172.1624149954528,1112.919949192398,1103.1003241805818,1237.9738556385398,1248.468011141756,1112.7058963172497,1248.468011141756,1087.8378241194782,1
11010,1316.3178074904026,1260.352222602433,1296.4287845666042,1248.716510388274,1426.7816336426138,1306.4210799576967,1315.9384759436778,1323.6535378521894,1
11013,1496.897293702279,1296.1945108032621,1446.9104532330146,1535.9801143760892,1442.963975496659,1367.2563837098405,1321.9114086562938,1478.3560565526502,0
11014,1240.2469938094098,1218.848214360993,1254.5572885229224,1252.6275024256513,1400.7250582821898,1385.604022762378,1413.716065582333,1326.996929458024,1
11016,1270.5394674195459,1370.4556352335865,1199.0701776537537,1111.0171678970748,1153.0993551896627,1007.4924064639531,1191.7836191778504,1111.802013135942,0
11017,1298.8851288148503,1120.224021367842,1162.9667197434885,1205.061000687084,1172.1624149954528,1112.919949192398,1103.1003241805818,1237.9738556385398,0
11019,1367.5246876844674,1179.0098457860684,1253.796923963005,1353.2584335185643,1316.3178074904026,1260.352222602433,1296.4287845666042,1248.716510388274,0
11021,1491.0560048535567,1438.035296118543,1243.148216790549,1510.820042860562,1426.7816336426138,1323.6535378521894,1192.3152332016139,1424.7738150908876,0
11025,1295.240219699826,1153.655799245688,1370.678337057866,1279.4706268880454,1158.8632789574704,1116.1771601304858,1278.6894731862374,1294.6602486743377,0
11028,1385.5686210701444,1367.2563837098405,1509.191256758077,1392.5792899345413,1496.897293702279,1296.1945108032621,1446.9104532330146,1535.9801143760892,1
11030,1253.4070784650035,1220.15554657765,1117.6362254863334,1446.0453026693958,1220.6436695159116,1133.0639694179256,1427.2352004697027,1109.1463648255822,0
11033,1225.9386220405095,1213.677646089506,1176.8205600017432,1241.9440024232324,1367.5246876844674,1253.796923963005,1353.2584335185643,1352.1308141756267,1
11035,1358.3215144411924,1364.41781440552,1358.3215144411924,1244.6784900720681,1400.7250582821898,1385.604022762378,1413.716065582333,1326.996929458024,1
11038,1218.848214360993,1300.4227803703277,1252.6275024256513,1380.4457746769613,1372.8031172040724,1131.1491695935513,1219.8902749957015,1211.7451543821073,1
11040,1509.9294241905168,1318.246951020239,1458.9357299968808,1548.7874373321217,1235.4318978578447,1256.4735457267814,1165.3361396534292,1118.2098055518252,0
11041,1382.2894252701715,1318.205175781559,1374.8264686238306,1349.2952863187495,1356.00960660944,1414.8105189032892,1314.0922187827373,1510.820042860562,1
11042,1255.6285091394445,1141.5178331927452,1212.8356485653237,1222.2146828969665,1205.536832610121,1133.0639694179256,1278.6894731862374,1294.6602486743377,0
11045,1330.1915001807206,1165.8948433264886,1153.6651309125336,1197.2027840566134,1185.513322749474,1213.677646089506,1220.6436695159116,1243.5800162024564,1
11047,1343.0201773278036,1072.5345708706066,1119.4354995798408,1242.2349425482646,1257.3731929211394,1189.682699670236,1132.2512837389984,1196.4905198687075,0
11049,1358.3215144411924,1364.41781440552,1358.3215144411924,1244.6784900720681,1403.0223318507192,1479.8285326148903,1415.9928837175312,1442.31474282999,1
11051,1193.2948658165403,1157.2938535194037,1224.286306429307,1165.9133045700614,1255.6285091394445,1141.5178331927452,1212.8356485653237,1222.2146828969665,0
11052,1185.513322749474,1210.7444775596005,1215.4910737352639,1240.5999282467797,1126.2227642042474,1387.0677596398618,1018.3990192339041,999.9821736395152,0
11053,1180.4018413175977,1386.4977043059116,1106.4023536392208,1195.7018193701808,1216.8084199138427,1250.599117832593,1380.4457746769613,1197.2027840566134,1
11055,1320.6629448444085,1199.9754288575211,1146.8462507856634,1311.7134630664048,1391.9014431522244,1148.2965515180972,1242.3851736555205,1453.5383199803582,1
11056,1356.00960660944,1414.8105189032892,1314.0922187827373,1514.485242393485,1339.8104503114168,1389.4256251720733,1130.5913603105423,1423.779395913804,0
11059,1387.0677596398618,916.2904830155458,999.9821736395152,1191.2602849487812,1126.2227642042474,1062.5334958872359,1000.3761622991831,1013.0742894079392,0
11063,1157.2938535194037,1224.286306429307,1165.9133045700614,1032.4651356920062,1320.6629448444085,1199.9754288575211,1146.8462507856634,1311.7134630664048,0
11065,1311.066416231308,1312.4884051322656,1416.837273210935,1368.366912294389,1476.2556177897013,1347.384904303374,1498.6212458445825,1549.245554796954,1
11069,1256.185015922622,1325.176903690176,1377.8185875589418,1199.4323812502378,1108.9303896572892,1179.3717804427338,1094.5213042290302,1098.3157298480708,0
11072,1394.8066604645287,1384.2206241546228,994.5045030580555,1199.9313494165954,1232.1622078022285,1380.6084141107774,1057.7888861156896,1316.5452033665129,1
11073,1192.7450533440274,1136.0349247621557,1236.1855258351475,1134.8823632783133,1283.3861125934359,1332.7433818165532,1122.4303689194535,1289.9443193228149,1
11074,1172.499791372433,1105.687951402845,1266.7052151399776,1168.4556029750263,1084.7288079208279,1013.0742894079392,1223.4965397308251,1156.7229527514144,0
11075,1282.7102732082926,1364.3447816522935,1389.4256251720733,1521.9987945313815,1502.119084932066,1437.8742677115692,1309.754301379146,1408.3339580334332,1
11079,1394.8066604645287,1387.7294536168818,1005.6845682328802,1203.5204465299437,1108.9303896572892,1179.3717804427338,1094.5213042290302,1098.3157298480708,1
11083,1232.1622078022285,1380.6084141107774,1292.7257653472939,1316.5452033665129,1219.3255591776228,1362.8983572110815,1479.8946572856985,1204.1047911702153,0
11089,918.9368089350961,988.5319537327299,1031.769841458491,898.9495775173042,1192.7450533440274,1136.0349247621557,1236.1855258351475,1134.8823632783133,1
11090,1204.1232283626023,1158.8477350994406,1169.3048957804476,1163.683795598588,1283.3861125934359,1332.7433818165532,1122.4303689194535,1289.9443193228149,1
11092,1308.671039450512,1310.3749940615328,1366.057067584771,1430.9617486382099,1480.1553684770772,1350.1761468040884,1501.6355329758933,1552.7695580244167,1
